date,time,program,excercise,superset,set,reps,seconds,isrest,kg,lb,kmh,mph,seckm,secmiles,rpe,rpm,resistance,equipmentprogram,degrees,onesided,diameter,setting,chestpad,attachment
21/12/2015,21:40:33,Shoulder Relax,,,8,,60,rest,,,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,Lat Pull-Down,,9,10,,,20.41,45,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,Standing Dumbbell Shoulder Press,,1,12,,,18.14,40,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,Standing Dumbbell Shoulder Press,,3,12,,,18.14,40,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,Standing Dumbbell Shoulder Press,,5,12,,,22.68,50,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,Standing Dumbbell Shoulder Press,,7,12,,,22.68,50,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,,,8,,45,rest,,,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,Standing Dumbbell Shoulder Press,,9,12,,,22.68,50,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,Dumbbell Curl,,1,12,,,22.68,50,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,,,2,,90,rest,,,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,Dumbbell Curl,,3,12,,,22.68,50,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,,,4,,90,rest,,,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,Dumbbell Curl,,5,12,,,22.68,50,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,,,6,,90,rest,,,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,Dumbbell Curl,,7,12,,,27.22,60,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,,,8,,90,rest,,,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,Dumbbell Curl,,9,10,,,27.22,60,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,Back Squat,,1,12,,,40,88.18,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,Back Squat,,3,12,,,40,88.18,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,Back Squat,,5,12,,,50,110.23,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,Back Squat,,7,12,,,50,110.23,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,,,8,,45,rest,,,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,Back Squat,,9,12,,,50,110.23,,,,,,,,,,,,,,latbar
21/12/2015,21:40:33,Shoulder Relax,Static Triceps Push-Down With Rope,,1,30,,,11.34,25,,,,,,,,,,,,,,rope
21/12/2015,21:40:33,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,rope
21/12/2015,21:40:33,Shoulder Relax,Static Triceps Push-Down With Rope,,3,25,,,11.34,25,,,,,,,,,,,,,,rope
21/12/2015,21:40:33,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,rope
21/12/2015,21:40:33,Shoulder Relax,Static Triceps Push-Down With Rope,,5,25,,,11.34,25,,,,,,,,,,,,,,rope
21/12/2015,21:40:33,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,rope
25/12/2015,22:39:55,Shoulder Relax,Reverse Crunch,,1,50,,,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,Reverse Crunch,,3,50,,,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,Crunch,,1,30,,,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,,,2,,60,rest,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,Crunch,,3,35,,,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,,,4,,60,rest,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,Crunch,,5,30,,,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,,,6,,60,rest,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,Dumbbell Side Bend,,1,40,,,9.07,20,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,,,2,,30,rest,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,Dumbbell Side Bend,,3,40,,,9.07,20,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,,,4,,30,rest,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,Dumbbell Side Bend,,5,40,,,9.07,20,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,,,6,,30,rest,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,Dumbbell Side Bend,,7,40,,,9.07,20,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,,,8,,30,rest,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,Seated Flye Machine,,1,20,,,15.88,35,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,Seated Flye Machine,,3,20,,,18.14,40,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,Seated Flye Machine,,5,12,,,18.14,40,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,Seated Flye Machine,,7,12,,,18.14,40,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,,,8,,45,rest,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,Seated Flye Machine,,9,12,,,20.41,45,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,Bench Press,,1,12,,,49.9,110,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,Bench Press,,3,12,,,58.97,130,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,Bench Press,,5,12,,,77.11,170,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,Bench Press,,7,12,,,77.11,170,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,,,8,,45,rest,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,Bench Press,,9,12,,,77.11,170,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,Bench Press,,10,10,,,77.11,170,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,,,11,,45,rest,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,Bench Press,,12,10,,,77.11,170,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,,,13,,45,rest,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,Bench Press,,14,12,,,58.97,130,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,,,15,,45,rest,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,,,16,,45,rest,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,Dumbbell Bench Press,,1,12,,,31.75,70,,,,,,,,,0,,,,,
25/12/2015,22:39:55,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,Dumbbell Bench Press,,3,12,,,31.75,70,,,,,,,,,0,,,,,
25/12/2015,22:39:55,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,Dumbbell Bench Press,,5,12,,,31.75,70,,,,,,,,,0,,,,,
25/12/2015,22:39:55,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,Dumbbell Bench Press,,7,12,,,31.75,70,,,,,,,,,0,,,,,
25/12/2015,22:39:55,Shoulder Relax,,,8,,45,rest,,,,,,,,,,,,,,,,
25/12/2015,22:39:55,Shoulder Relax,Dumbbell Bench Press,,9,12,,,31.75,70,,,,,,,,,0,,,,,
25/12/2015,22:39:55,Shoulder Relax,Lat Pull-Down,,1,12,,,20.41,45,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,,,2,,60,rest,,,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,Lat Pull-Down,,3,12,,,20.41,45,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,,,4,,60,rest,,,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,Lat Pull-Down,,5,12,,,20.41,45,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,,,6,,60,rest,,,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,Lat Pull-Down,,7,12,,,20.41,45,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,,,8,,60,rest,,,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,Lat Pull-Down,,9,12,,,20.41,45,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,Standing Dumbbell Shoulder Press,,1,12,,,18.14,40,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,Standing Dumbbell Shoulder Press,,3,12,,,22.68,50,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,Standing Dumbbell Shoulder Press,,5,12,,,22.68,50,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,Standing Dumbbell Shoulder Press,,7,12,,,22.68,50,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,,,8,,45,rest,,,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,Standing Dumbbell Shoulder Press,,9,12,,,22.68,50,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,Dumbbell Curl,,1,12,,,22.68,50,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,,,2,,90,rest,,,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,Dumbbell Curl,,3,12,,,22.68,50,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,,,4,,90,rest,,,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,Dumbbell Curl,,5,12,,,22.68,50,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,,,6,,90,rest,,,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,Dumbbell Curl,,7,12,,,22.68,50,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,,,8,,90,rest,,,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,Dumbbell Curl,,9,12,,,22.68,50,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,Back Squat,,1,12,,,40,88.18,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,Back Squat,,3,12,,,40,88.18,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,Back Squat,,5,12,,,50,110.23,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,Back Squat,,7,12,,,50,110.23,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,,,8,,45,rest,,,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,Back Squat,,9,12,,,50,110.23,,,,,,,,,,,,,,latbar
25/12/2015,22:39:55,Shoulder Relax,Static Triceps Push-Down With Rope,,1,40,,,11.34,25,,,,,,,,,,,,,,rope
25/12/2015,22:39:55,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,rope
25/12/2015,22:39:55,Shoulder Relax,Static Triceps Push-Down With Rope,,3,25,,,11.34,25,,,,,,,,,,,,,,rope
25/12/2015,22:39:55,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,rope
25/12/2015,22:39:55,Shoulder Relax,Static Triceps Push-Down With Rope,,5,20,,,11.34,25,,,,,,,,,,,,,,rope
25/12/2015,22:39:55,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,rope
28/12/2015,22:16:45,Shoulder Relax,Reverse Crunch,,1,50,,,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,Reverse Crunch,,3,50,,,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,Crunch,,1,30,,,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,,,2,,60,rest,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,Crunch,,3,35,,,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,,,4,,60,rest,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,Crunch,,5,30,,,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,,,6,,60,rest,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,Dumbbell Side Bend,,1,40,,,9.07,20,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,,,2,,30,rest,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,Dumbbell Side Bend,,3,40,,,9.07,20,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,,,4,,30,rest,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,Dumbbell Side Bend,,5,40,,,9.07,20,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,,,6,,30,rest,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,Dumbbell Side Bend,,7,40,,,9.07,20,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,,,8,,30,rest,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,Seated Flye Machine,,1,12,,,20.41,45,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,Seated Flye Machine,,3,12,,,20.41,45,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,Seated Flye Machine,,5,12,,,18.14,40,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,Seated Flye Machine,,7,12,,,18.14,40,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,,,8,,45,rest,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,Seated Flye Machine,,9,12,,,20.41,45,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,Bench Press,,1,12,,,49.9,110,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,Bench Press,,3,12,,,58.97,130,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,Bench Press,,5,10,,,77.11,170,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,Bench Press,,7,12,,,77.11,170,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,,,8,,45,rest,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,Bench Press,,9,10,,,77.11,170,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,,,10,,45,rest,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,Bench Press,,11,10,,,77.11,170,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,,,12,,45,rest,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,Bench Press,,13,10,,,77.11,170,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,,,14,,45,rest,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,Bench Press,,15,12,,,58.97,130,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,,,16,,45,rest,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,Dumbbell Bench Press,,1,12,,,31.75,70,,,,,,,,,0,,,,,
28/12/2015,22:16:45,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,Dumbbell Bench Press,,3,12,,,31.75,70,,,,,,,,,0,,,,,
28/12/2015,22:16:45,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,Dumbbell Bench Press,,5,12,,,31.75,70,,,,,,,,,0,,,,,
28/12/2015,22:16:45,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,Dumbbell Bench Press,,7,12,,,31.75,70,,,,,,,,,0,,,,,
28/12/2015,22:16:45,Shoulder Relax,,,8,,45,rest,,,,,,,,,,,,,,,,
28/12/2015,22:16:45,Shoulder Relax,Dumbbell Bench Press,,9,16,,,31.75,70,,,,,,,,,0,,,,,
28/12/2015,22:16:45,Shoulder Relax,Lat Pull-Down,,1,12,,,20.41,45,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,,,2,,60,rest,,,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,Lat Pull-Down,,3,12,,,20.41,45,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,,,4,,60,rest,,,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,Lat Pull-Down,,5,12,,,20.41,45,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,,,6,,60,rest,,,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,Lat Pull-Down,,7,12,,,20.41,45,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,,,8,,60,rest,,,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,Lat Pull-Down,,9,12,,,20.41,45,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,Standing Dumbbell Shoulder Press,,1,12,,,18.14,40,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,Standing Dumbbell Shoulder Press,,3,12,,,22.68,50,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,Standing Dumbbell Shoulder Press,,5,12,,,22.68,50,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,Standing Dumbbell Shoulder Press,,7,12,,,22.68,50,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,,,8,,45,rest,,,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,Standing Dumbbell Shoulder Press,,9,12,,,22.68,50,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,Dumbbell Curl,,1,12,,,22.68,50,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,,,2,,90,rest,,,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,Dumbbell Curl,,3,12,,,22.68,50,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,,,4,,90,rest,,,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,Dumbbell Curl,,5,12,,,22.68,50,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,,,6,,90,rest,,,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,Dumbbell Curl,,7,12,,,22.68,50,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,,,8,,90,rest,,,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,Dumbbell Curl,,9,12,,,22.68,50,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,Back Squat,,1,12,,,40,88.18,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,Back Squat,,3,12,,,40,88.18,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,Back Squat,,5,12,,,50,110.23,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,Back Squat,,7,12,,,50,110.23,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,,,8,,45,rest,,,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,Back Squat,,9,12,,,50,110.23,,,,,,,,,,,,,,latbar
28/12/2015,22:16:45,Shoulder Relax,Static Triceps Push-Down With Rope,,1,40,,,11.34,25,,,,,,,,,,,,,,rope
28/12/2015,22:16:45,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,rope
28/12/2015,22:16:45,Shoulder Relax,Static Triceps Push-Down With Rope,,3,30,,,11.34,25,,,,,,,,,,,,,,rope
28/12/2015,22:16:45,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,rope
28/12/2015,22:16:45,Shoulder Relax,Static Triceps Push-Down With Rope,,5,20,,,11.34,25,,,,,,,,,,,,,,rope
28/12/2015,22:16:45,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,rope
30/12/2015,21:50:48,Shoulder Relax,Reverse Crunch,,1,50,,,,,,,,,,,,,,,,,,
30/12/2015,21:50:48,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,
30/12/2015,21:50:48,Shoulder Relax,Reverse Crunch,,3,50,,,,,,,,,,,,,,,,,,
30/12/2015,21:50:48,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,
30/12/2015,21:50:48,Shoulder Relax,Crunch,,1,30,,,,,,,,,,,,,,,,,,
30/12/2015,21:50:48,Shoulder Relax,,,2,,60,rest,,,,,,,,,,,,,,,,
30/12/2015,21:50:48,Shoulder Relax,Crunch,,3,35,,,,,,,,,,,,,,,,,,
30/12/2015,21:50:48,Shoulder Relax,,,4,,60,rest,,,,,,,,,,,,,,,,
30/12/2015,21:50:48,Shoulder Relax,Crunch,,5,30,,,,,,,,,,,,,,,,,,
30/12/2015,21:50:48,Shoulder Relax,,,6,,60,rest,,,,,,,,,,,,,,,,
30/12/2015,21:50:48,Shoulder Relax,Dumbbell Side Bend,,1,40,,,9.07,20,,,,,,,,,,,,,,
30/12/2015,21:50:48,Shoulder Relax,,,2,,30,rest,,,,,,,,,,,,,,,,
30/12/2015,21:50:48,Shoulder Relax,Dumbbell Side Bend,,3,40,,,9.07,20,,,,,,,,,,,,,,
30/12/2015,21:50:48,Shoulder Relax,,,4,,30,rest,,,,,,,,,,,,,,,,
30/12/2015,21:50:48,Shoulder Relax,Dumbbell Side Bend,,5,40,,,9.07,20,,,,,,,,,,,,,,
30/12/2015,21:50:48,Shoulder Relax,,,6,,30,rest,,,,,,,,,,,,,,,,
30/12/2015,21:50:48,Shoulder Relax,Dumbbell Side Bend,,7,40,,,9.07,20,,,,,,,,,,,,,,
30/12/2015,21:50:48,Shoulder Relax,,,8,,30,rest,,,,,,,,,,,,,,,,
30/12/2015,21:50:48,Shoulder Relax,Seated Flye Machine,,1,12,,,20.41,45,,,,,,,,,,,,,,
30/12/2015,21:50:48,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,
30/12/2015,21:50:48,Shoulder Relax,Seated Flye Machine,,3,12,,,20.41,45,,,,,,,,,,,,,,
30/12/2015,21:50:48,Shoulder Relax,,,4,,45,rest,,,,,,,,,,,,,,,,
30/12/2015,21:50:48,Shoulder Relax,Seated Flye Machine,,5,12,,,18.14,40,,,,,,,,,,,,,,
30/12/2015,21:50:48,Shoulder Relax,,,6,,45,rest,,,,,,,,,,,,,,,,
30/12/2015,21:50:48,Shoulder Relax,Seated Flye Machine,,7,12,,,18.14,40,,,,,,,,,,,,,,
30/12/2015,21:50:48,Shoulder Relax,,,8,,45,rest,,,,,,,,,,,,,,,,
30/12/2015,21:50:48,Shoulder Relax,Seated Flye Machine,,9,12,,,20.41,45,,,,,,,,,,,,,,
30/12/2015,21:50:48,Shoulder Relax,Bench Press,,1,12,,,49.9,110,,,,,,,,,,,,,,
30/12/2015,21:50:48,Shoulder Relax,,,2,,45,rest,,,,,,,,,,,,,,,,
